pmid,label,sentence
26187448_2015.ann,6, Chronic exposure to toxaphene resulted in an increase in liver tumors in B6C3F1 mice.
17997003_2008.ann,6," Hepatocellular carcinoma (HCC) is one of the common cancers worldwide, caused by  Hepatitis C virus (HCV) and hepatotoxins."
20403969_2010.ann,6, Mouse nongenotoxic hepatocarcinogens phenobarbital (PB) and chlordane induce hepatomegaly characterized by hypertrophy and hyperplasia.
22775223_2012.ann,6, OBJECTIVES: The chemopreventive potential of Tephrosia purpurea extract (TPE) on  N-nitrosodiethylamine (NDEA)-induced hepatocellular carcinoma (HCC) in Wistar rats was assessed.
22775223_2012.ann,6, OBJECTIVES: The chemopreventive potential of Tephrosia purpurea extract (TPE) on  N-nitrosodiethylamine (NDEA)-induced hepatocellular carcinoma (HCC) in Wistar rats was assessed.
17451858_2007.ann,6, Our prior work showed that brief exposure of pregnant C3H mice to inorganic arsenic-induced hepatocellular carcinoma (HCC) formation in adult male offspring.
17451858_2007.ann,6, Our prior work showed that brief exposure of pregnant C3H mice to inorganic arsenic-induced hepatocellular carcinoma (HCC) formation in adult male offspring.
23665940_2013.ann,6, Phenobarbital (PB) and orphenadrine (ORPH) are cytochrome P450 (CYP) 2B inducers  and have liver tumor-promoting effects in rats.
8001232_1994.ann,6," Rat liver tumors initiated with N-nitrosodiethylamine (DEN) followed by promotion with phenobarbital (PB) were examined for expression of transforming growth factor-beta (TGF beta) type I, II and III receptors."
8001232_1994.ann,6," Rat liver tumors initiated with N-nitrosodiethylamine (DEN) followed by promotion with phenobarbital (PB) were examined for expression of transforming growth factor-beta (TGF beta) type I, II and III receptors."
25092647_2014.ann,6," The key events responsible for mouse liver tumors induced by a pesticide (viz., pronamide) were investigated in a series of studies employing molecular, biochemical, cellular, and apical endpoints."
25553083_2015.ann,6, The objective of this study was to determine a chemopreventive activity of Korean red ginseng extract (KRG) in diethylnitrosamine (DEN) induced hepatocarcinogenesis in rats.
17786350_2007.ann,6, The present study was designed to determine whether alterations in the expression of RXRalpha and the other retinoid receptors RARalpha and RARbeta are involved in hepatocarcinogenesis using a 3'-methyl-4-dimethylaminoazobenzene (3'-MeDAB)-induced rat liver carcinogenesis model.
17786350_2007.ann,6, The present study was designed to determine whether alterations in the expression of RXRalpha and the other retinoid receptors RARalpha and RARbeta are involved in hepatocarcinogenesis using a 3'-methyl-4-dimethylaminoazobenzene (3'-MeDAB)-induced rat liver carcinogenesis model.
22272001_2009.ann,6, The present study was undertaken to investigate the effect of dietary supplementation with nimesulide or eugenol on N-nitrosodiethylamine (DEN)-initiated early hepatocarcinogenesis in F344 male rats.
27697726_2016.ann,6, The preventive effect of a processed Aloe vera gel (PAG) on colon carcinogenesis  was examined using an azoxymethane (AOM)-initiated and dextran sodium sulfate (DSS)-promoted mouse colon carcinogenesis model.
27697726_2016.ann,6, The preventive effect of a processed Aloe vera gel (PAG) on colon carcinogenesis  was examined using an azoxymethane (AOM)-initiated and dextran sodium sulfate (DSS)-promoted mouse colon carcinogenesis model.
24535843_2014.ann,6," The process of hepatocarcinogenesis in the diethylnitrosamine (DEN) initiation/phenobarbital (PB) promotion mouse model involves the selective clonal outgrowth of cells harboring oncogene mutations in Ctnnb1, while spontaneous or DEN-only-induced tumors are often Ha-ras- or B-raf-mutated."
18164116_2008.ann,6," The tumour-promoting effects of beta-naphthoflavone (BNF), a novel aryl hydrocarbon receptor (AhR) agonist, were investigated using a medium-term hepatocarcinogenesis model in rats."
26655499_2016.ann,6, There is abundant epidemiological evidence that heavy alcohol intake contributes  to hepatocellular carcinoma (HCC) development.
26655499_2016.ann,6, There is abundant epidemiological evidence that heavy alcohol intake contributes  to hepatocellular carcinoma (HCC) development.
27533849_2016.ann,6," This study validates the utility of Gum Arabic-conjugated gold nanoparticles (GA-AuNPs) and laser to induce photothermal inhibition of hepatocarcinogenesis, via employing a diethylnitrosamine (DEN)-mediated hepatocellular carcinoma model."
22272000_2009.ann,6," To clarify the modifying effect of N-Acetyl-L-Cysteine (NAC), which has antioxidative ability, on hepatocarcinogenesis promoted by fenofibrate (FF), a peroxisome proliferator-activated receptor (PPAR) alpha agonist , male F344/N rats were administered a single intraperitoneal injection of N-diethylnitrosamine (DEN) as an initiator followed by administration of a diet containing 3,000 ppm of FF for 16 weeks."
17498859_2007.ann,6," To clarify the possible mechanism of non-genotoxic hepatocarcinogenesis induced by piperonyl butoxide (PBO), male F344 rats were administered an i.p."
24680176_2014.ann,6," To investigate the protective effect of bilberry extracts (BBE) and enzymatically modified isoquercitrin (EMIQ) on the hepatocarcinogenic process involving oxidative stress responses, we used a two-stage hepatocarcinogenesis model in N-diethylnitrosamine-initiated and piperonyl butoxide (PBO)-promoted rats."
24793618_2014.ann,6, We investigated the effects of the liver damage induced by flutamide in primary rat hepatocytes using liver microfluidic biochips.
9163695_1997.ann,6,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine increases the numbers of tumors,  cystic crypts and aberrant crypt foci in multiple intestinal neoplasia mice."
10656603_1999.ann,6,"2-Nitrobenzo[a]pyrene and 6-nitrochrysene induced a high incidence of liver tumors (91-100%), while the remaining test compounds did not induce tumors at a rate significantly higher than the solvent control."
10656603_1999.ann,6,"2-Nitrobenzo[a]pyrene and 6-nitrochrysene induced a high incidence of liver tumors (91-100%), while the remaining test compounds did not induce tumors at a rate significantly higher than the solvent control."
24096051_2014.ann,6,A diethylnitrosamine-induced liver cancer model was used to evaluate the role of Myc in hepatocarcinogenesis.
25123088_2014.ann,6,"Additionally, it has been reported that tamoxifen may cause non-alcoholic fatty liver disease (NAFLD)  in humans and experimental animals."
26708719_2016.ann,6,"Administration of acetaminophen to Jnk(Deltahepa) mice produced a greater level of liver injury than that observed in Jnk1(Deltahepa) or control mice, based on levels of serum markers and microscopic and histologic analysis of liver tissues."
10959800_2000.ann,6,After the 3-month recovery period all tamoxifen-treated rats had large liver tumors (diameter up to 3 cm).
16774945_2006.ann,6,"AIRmax were also more susceptible than AIRmin to colon cancer induced by 2 or 7 weekly doses of 1,2-dimethylhydrazine (DMH), showing significantly higher numbers of colonic aberrant crypt foci (ACF)  at 150 days after DMH treatment (P = 0.01) and significantly higher numbers of tumors affecting larger intestinal areas at 300-475 days."
26190035_2016.ann,6,Amelioration of free fatty acid-induced fatty liver by quercetin-3-O-beta-D-glucuronide through modulation of peroxisome proliferator-activated receptor-alpha/sterol regulatory element-binding protein-1c signaling.
20937726_2011.ann,6,"Arsenic induced dose-related increases in lung adenocarcinoma (both sexes), hepatocellular carcinoma (both sexes), gallbladder tumors (males), and uterine carcinomas."
18164116_2008.ann,6,beta-Naphthoflavone enhances oxidative stress responses and the induction of preneoplastic lesions in a diethylnitrosamine-initiated hepatocarcinogenesis model in partially hepatectomized rats.
18164116_2008.ann,6,beta-Naphthoflavone enhances oxidative stress responses and the induction of preneoplastic lesions in a diethylnitrosamine-initiated hepatocarcinogenesis model in partially hepatectomized rats.
25447507_2015.ann,6,Cell expression patterns of CD147 in N-diethylnitrosamine/phenobarbital-induced mouse hepatocellular carcinoma.
17651763_2007.ann,6,Cell proliferation and hepatocarcinogenesis in rat initiated by diethylnitrosamine and promoted by phenobarbital: potential roles of early DNA damage and liver metallothionein expression.
26130745_2015.ann,6,Chemoprevention of Diethylnitrosamine-Initiated and Phenobarbital-Promoted Hepatocarcinogenesis in Rats by Sulfated Polysaccharides and Aqueous Extract of Ulva lactuca.
22775223_2012.ann,6,Chemopreventive evaluation of Tephrosia purpurea against N-nitrosodiethylamine-induced hepatocarcinogenesis in Wistar rats.
22017344_2012.ann,6,Chronic ethanol feeding accelerates hepatocellular carcinoma progression in a sex-dependent manner in a mouse model of hepatocarcinogenesis.
15073043_2004.ann,6,Chronic inorganic arsenic exposure induces hepatic global and individual gene hypomethylation: implications for arsenic hepatocarcinogenesis.
28193514_2017.ann,6,"Colitis was induced in knockout, transgenic, and control (C57BL/B6) mice by administration of dextran sulfate sodium (DSS), and mice were  given azoxymethane to induce colorectal carcinogenesis."
23422335_2013.ann,6,CONCLUSION: These results suggested that TFA protected mice against CCl4-induced liver injury through antioxidant stress and antiinflammatory effects.
26708719_2016.ann,6,"CONCLUSIONS: In hepatocytes, JNK1 and JNK2 appear to have combined effects in protecting mice from CCl4- and acetaminophen-induced liver injury."
26708719_2016.ann,6,"CONCLUSIONS: In hepatocytes, JNK1 and JNK2 appear to have combined effects in protecting mice from CCl4- and acetaminophen-induced liver injury."
26122096_2015.ann,6,CONCLUSIONS: Our data suggest that the truncated PPARalpha splice variant functions as an endogenous inhibitor of proliferative and pro-inflammatory genes in human cells and that its absence in mouse may explain species-specific differences in fibrate-induced hepatocarcinogenesis.
20823143_2010.ann,6,CONCLUSIONS: Silibinin targets beta-catenin and IGF-1Rbeta pathways for its chemopreventive efficacy against azoxymethane-induced colon carcinogenesis in A/J mice.
18544905_2008.ann,6,Concurrent administration of ascorbic acid enhances liver tumor-promoting activity of kojic acid in rats.
19176532_2009.ann,6,"Considerable attention has focused on peroxisome proliferator-induced hepatocellular carcinoma, a phenomenon not noted in man, whereas limited studies examine fibrates and other therapeutic drugs that induce cholestasis, a common finding in humans."
22272001_2009.ann,6,Cyclooxygenase 2 and Prostaglandin E2 are not Involved in N-Nitrosodiethylamine-Initiated Early Rat Hepatocarcinogenesis.
21278145_2011.ann,6,DESIGN: Spontaneous and experimental fibrogenesis as well as a diethylnitrosamine-induced hepatocarcinogenesis were investigated in lecithin-retinol acyltransferase (LRAT)-deficient mice which lack retinoid-containing lipids droplets in their HSCs.
27864128_2017.ann,6,"Dextran sodium sulfate (DSS) was given to induce colitis in C57/BL6 (control) mice, as well as in mice with disruption of the hydroxyprostaglandin dehydrogenase 15 gene (15-PGDH-knockout mice), Yap1 gene (YAP-knockout mice), and double-knockout mice."
27864128_2017.ann,6,"Dextran sodium sulfate (DSS) was given to induce colitis in C57/BL6 (control) mice, as well as in mice with disruption of the hydroxyprostaglandin dehydrogenase 15 gene (15-PGDH-knockout mice), Yap1 gene (YAP-knockout mice), and double-knockout mice."
17602206_2007.ann,6,Diethylnitrosamine initiation does not alter clofibric acid-induced hepatocarcinogenesis in the rat.
28207963_2017.ann,6,Diethylnitrosamine-induced hepatocarcinogenesis was suppressed in heterozygous NRDC-deficient mice compared to their wild-type littermates.
26383537_2015.ann,6,Effects of baked PP (20% wt/wt) against colon CSCs were also tested in vivo in mice with azoxymethane-induced colon tumorigenesis.
23665940_2013.ann,6,Enhanced liver tumor promotion activity in rats subjected to combined administration of phenobarbital and orphenadrine.
22017344_2012.ann,6,"Ethanol diminished hepatic function and increased liver damage, but ethanol alone did not induce hepatic foci/HCC formation."
22840450_2012.ann,6,Evaluation of chemopreventive effect of Fumaria indica against N-nitrosodiethylamine and CCl4-induced hepatocellular carcinoma in Wistar rats.
22840450_2012.ann,6,Evaluation of chemopreventive effect of Fumaria indica against N-nitrosodiethylamine and CCl4-induced hepatocellular carcinoma in Wistar rats.
21374661_2011.ann,6,Evolution of genomic instability in diethylnitrosamine-induced hepatocarcinogenesis in mice.
10657948_2000.ann,6,Expression analysis of the group IIA secretory phospholipase A(2) in mice with differential susceptibility to azoxymethane-induced colon tumorigenesis.
17786350_2007.ann,6,Expression of retinoid X receptor alpha is decreased in 3'-methyl-4-dimethylaminoazobenzene-induced hepatocellular carcinoma in rats.
26187448_2015.ann,6,"Following an initial 14 day dietary dose range-finding study in male mice, a mechanistic study (0, 3, 32, and 320 ppm toxaphene in diet for 7, 14, and 28 days of treatment) was performed to examine the potential mechanisms of toxaphene induced mouse liver tumors."
19458067_2009.ann,6,"For in vivo studies, 1,2-dimethylhydrazine dihydrochloride (DMH) was s.c. injected to induce colon cancer in PPARgamma(+/+)  and PPARgamma(+/-) mice."
23494807_2013.ann,6,Garlic oil attenuated nitrosodiethylamine-induced hepatocarcinogenesis by modulating the metabolic activation and detoxification enzymes.
15509519_2004.ann,6,"Glutathione S-transferase placental (GST-P)-negative hepatocellular altered foci (HAF), hepatocellular adenoma (HCA), and hepatocellular carcinoma (HCC) were generated by two initiation-promotion models  with N-nitrosodiethylamine (NDEN) and peroxisome proliferators, Wy-14,643 and clofibrate."
15509519_2004.ann,6,"Glutathione S-transferase placental (GST-P)-negative hepatocellular altered foci (HAF), hepatocellular adenoma (HCA), and hepatocellular carcinoma (HCC) were generated by two initiation-promotion models  with N-nitrosodiethylamine (NDEN) and peroxisome proliferators, Wy-14,643 and clofibrate."
15509519_2004.ann,6,"Glutathione S-transferase placental (GST-P)-negative hepatocellular altered foci (HAF), hepatocellular adenoma (HCA), and hepatocellular carcinoma (HCC) were generated by two initiation-promotion models  with N-nitrosodiethylamine (NDEN) and peroxisome proliferators, Wy-14,643 and clofibrate."
25980751_2015.ann,6,"GP73(-/-), GP73(+/-), and GP73(+/+) mice were given injections of diethylnitrosamine to induce liver injury."
17699720_2007.ann,6,GT-094 is the first nitrate  reported to reduce aberrant crypt foci (by 45%) when administered after carcinogen in the standard azoxymethane rat model of colorectal cancer.
11532874_2001.ann,6,"Hence, chloroform prevented the hypomethylation and increased mRNA expression of the c-myc gene and the promotion of liver tumors by DCA, while enhancing DCA-promotion of kidney tumors."
26627606_2016.ann,6,Hepatocarcinogenesis was induced by diethylnitrosamine or hepatic deletion of PTEN.
22728872_2012.ann,6,Hepatocarcinogenesis was induced by diethylnitrosamine/phenobarbital (DEN/PB).
18001218_2007.ann,6,Hepatocarcinogenesis was induced in  male Sprague-Dawley rats by chronic feeding of 2-acetylaminofluorene (2-AAF) at a dose of 0.05% in basal diet daily for 5 days a week.
18001218_2007.ann,6,Hepatocarcinogenesis was induced in  male Sprague-Dawley rats by chronic feeding of 2-acetylaminofluorene (2-AAF) at a dose of 0.05% in basal diet daily for 5 days a week.
18978307_2008.ann,6,Hepatocarcinogenic susceptibility of fenofibrate and its possible mechanism of carcinogenicity in a two-stage hepatocarcinogenesis model of rasH2 mice.
10959800_2000.ann,6,Hepatocellular carcinoma was found in four out of five rats after 12 months of tamoxifen treatment.
23315968_2013.ann,6,Hepatocyte nuclear factor 4 alpha deletion promotes diethylnitrosamine-induced hepatocellular carcinoma in rodents.
25242409_2014.ann,6,"Here, we conducted a two stage hepatocarcinogenesis study in rats exposed to the initiating agent nitrosodiethylamine (DEN), and hepatotoxic compounds thioacetamide (TAA), methapyrilene (MP) and acetaminophen (APAP) for 1-2 weeks followed by the liver tumor promoter phenobarbital (PB)."
25242409_2014.ann,6,"Here, we conducted a two stage hepatocarcinogenesis study in rats exposed to the initiating agent nitrosodiethylamine (DEN), and hepatotoxic compounds thioacetamide (TAA), methapyrilene (MP) and acetaminophen (APAP) for 1-2 weeks followed by the liver tumor promoter phenobarbital (PB)."
25242409_2014.ann,6,"Here, we conducted a two stage hepatocarcinogenesis study in rats exposed to the initiating agent nitrosodiethylamine (DEN), and hepatotoxic compounds thioacetamide (TAA), methapyrilene (MP) and acetaminophen (APAP) for 1-2 weeks followed by the liver tumor promoter phenobarbital (PB)."
25242409_2014.ann,6,"Here, we conducted a two stage hepatocarcinogenesis study in rats exposed to the initiating agent nitrosodiethylamine (DEN), and hepatotoxic compounds thioacetamide (TAA), methapyrilene (MP) and acetaminophen (APAP) for 1-2 weeks followed by the liver tumor promoter phenobarbital (PB)."
26990576_2016.ann,6,"Here, we examined chemopreventive potential of Acteoside (ACT), a plant derived phenylethanoid glycoside against an environmental and dietary carcinogen, diethylnitrosamine (DEN)-induced rat hepatocarcinogenesis."
18166357_2008.ann,6,"Here, we identified a novel mechanism by which alcohol accelerates  liver fibrosis: inhibition of the antifibrotic effects of natural killer (NK) cells and interferon-gamma (IFN-gamma)."
17363595_2007.ann,6,"Here, we report that the levels of MT-1 and MT-2A are drastically reduced in primary human hepatocellular carcinomas (HCCs) and in diethylnitrosamine-induced  liver tumors in mice, which is primarily due to transcriptional repression."
22898879_2012.ann,6,Herein we report the concurrent increase of liver progenitor cells (LPCs) and transforming growth factor-beta (TGF-beta) in diethylnitrosamine (DEN)-induced rat hepatocarcinogenesis and cirrhotic livers of HCC patients.
24127579_2013.ann,6,Herein we show that global loss of ERRalpha accelerates the development of diethylnitrosamine (DEN)-induced hepatocellular carcinoma.
20823143_2010.ann,6,"Herein, for the first time, we investigate in vivo the efficacy of silibinin against azoxymethane-induced colon tumorigenesis in A/J mice."
25808184_2015.ann,6,"Herein, we investigated MMP10 expression and function in human hepatocellular carcinoma (HCC) and diethylnitrosamine (DEN)-induced mouse hepatocarcinogenesis."
25410681_2014.ann,6,High-saturate-fat diet delays initiation of diethylnitrosamine-induced hepatocellular carcinoma.
26983689_2016.ann,6,"However, Ptk6-null mice were also resistant to azoxymethane-induced colon tumorigenesis."
24481444_2014.ann,6,"However, Sorafenib treatment transiently inhibited cell cycle progression and resulted in  mitotic catastrophe and enhanced non-apoptotic liver injury during regeneration."
24146112_2014.ann,6,"However, the action of the compound against ethanol-induced liver injury  is still unknown."
10503899_1999.ann,6,"HTHQ also inhibited 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP)-induced colon carcinogenesis in a two stage colon carcinogenesis model using 1,2-dimethylhydrazine (DMH) as an initiator."
26910375_2016.ann,6,"Importantly, GEN-27 protected mice from azoxymethane (AOM)/dextran sodium sulfate (DSS)-induced colon carcinogenesis, with reduced mortality, tumor  number and tumor volume."
26910375_2016.ann,6,"Importantly, GEN-27 protected mice from azoxymethane (AOM)/dextran sodium sulfate (DSS)-induced colon carcinogenesis, with reduced mortality, tumor  number and tumor volume."
21778049_2012.ann,6,"In addition, in the mouse Diethylnitrosamine model of hepatocarcinogenesis we observed a very strong induction of CXCR7 and CXCL11 transcripts, confirming that CXCR7/CXCL11 up-regulation is conserved between human and mice liver cancer."
23813475_2013.ann,6,"In an experimental mouse model of hepatocarcinogenesis (diethylnitrosamine-induced), tumors showed increased activation of the TGF-beta pathway and enhanced CXCR4 levels."
24146112_2014.ann,6,"In conclusion, dioscin shows excellent protective effect against ethanol-induced liver injury through ameliorating ethanol-induced oxidative stress, mitochondrial function, inflammatory cytokine production, apoptosis and liver steatosis, which should be developed as a new drug for the treatment of ethanol-induced liver injury in the future."
24146112_2014.ann,6,"In conclusion, dioscin shows excellent protective effect against ethanol-induced liver injury through ameliorating ethanol-induced oxidative stress, mitochondrial function, inflammatory cytokine production, apoptosis and liver steatosis, which should be developed as a new drug for the treatment of ethanol-induced liver injury in the future."
10467420_1999.ann,6,"In contrast, only three of 18 vinyl carbamate-induced liver tumors, one of 18 TCDD-induced liver tumors, and two of 22 spontaneous liver neoplasms had mutations in beta-catenin."
17538239_2007.ann,6,"In medium-term carcinogenesis test in rats, 2.0% KA was orally given to F344/DuCrj rats for 4 weeks of the initiation period, followed by the combination of partial hepatectomy and treatment with a hepatocarcinogenesis promoter, phenobarbital (PB)."
15447978_2005.ann,6,"In mice fed bezafibrate for 1 year, preneoplastic foci, adenomas and a hepatocellular carcinoma were found in (+/+) mice, while only a single microscopic adenoma was found in one (-/-) mouse."
17893236_2008.ann,6,"In order to prepare for a human trial on the inhibition of colon carcinogenesis, we conducted a study with green tea polyphenols as the preventive agent in an azoxymethane (AOM)-induced rat colon cancer model using aberrant crypt foci (ACF) as an end point."
12839936_2003.ann,6,"In the azoxymethane (AOM) model of colon cancer, in addition to K-ras mutations, we have shown that wild-type (WT) Ras can be activated by upstream pathways, including, e.g., signaling by ErbB receptors."
18644992_2008.ann,6,"In the azoxymethane-treated rat model of experimental colon carcinogenesis, sulindac treatment markedly induced Csk with a corresponding increase in inhibitory phosphorylation of Src (Tyr(527))."
24146112_2014.ann,6,"In the present paper, ethanol-induced acute and chronic liver damage rat models were used, and the results showed that dioscin significantly alleviated liver steatosis, reduced the levels of alanine aminotransferase, aspartate aminotransferase, total triglyceride (TG), total cholesterol and malondialdehyde, and increased the levels of high-density lipoprotein, superoxide dismutase, glutathione and glutathione peroxidase."
22763672_2012.ann,6,"In the present study, it is shown that myrtenal, a natural monoterpene, which acts as an antineoplastic agent against diethylnitrosamine induced phenobarbital promoted experimental hepatocellular carcinoma."
21785164_2011.ann,6,"In the present study, using an in vivo model of rat hepatocarcinogenesis induced by 2-acetylaminofluorene, we found extensive alterations in cellular iron metabolism at preneoplastic stages of liver carcinogenesis."
12841865_2003.ann,6,"In the present study, we demonstrate the altered gene expression of various proteins/enzymes involved in DNA repair, cell growth and the cell cycle during the process of tamoxifen-induced hepatocarcinogenesis."
23665045_2013.ann,6,"In the present study, we have shown that diosmin attenuates 2-AAF induced hepatic toxicity and early tumor promotion markers (ODC, PCNA and Ki67),  its chemopreventive efficacy against DEN initiated and 2-AAF promoted hyper-proliferation and hepatocarcinogenesis in Wistar rats."
26727596_2016.ann,6,"In the present study, we investigated the role of IDO in diethylnitrosamine (DEN)-induced hepatocarcinogenesis by using IDO-knockout (KO) mice."
19959557_2010.ann,6,"In this study, we  investigated the chemopreventive efficacy of PEITC and DBM in the azoxymethane (AOM)-initiated and dextran sodium sulfate (DSS)-promoted colon cancer mouse model and to compare their potential in vivo mechanisms leading to chemoprevention."
19959557_2010.ann,6,"In this study, we  investigated the chemopreventive efficacy of PEITC and DBM in the azoxymethane (AOM)-initiated and dextran sodium sulfate (DSS)-promoted colon cancer mouse model and to compare their potential in vivo mechanisms leading to chemoprevention."
24361483_2014.ann,6,"In this study, we characterized cell signaling events evoked by decorin deficiency in two experimental models of hepatocarcinogenesis using thioacetamide or diethyl nitrosamine as carcinogens."
24361483_2014.ann,6,"In this study, we characterized cell signaling events evoked by decorin deficiency in two experimental models of hepatocarcinogenesis using thioacetamide or diethyl nitrosamine as carcinogens."
16204055_2005.ann,6,"In this study, we evaluated the susceptibility of Vparp-/- and Tep1-/- mice to dimethylhydrazine-induced colon tumorigenesis and urethane-induced lung tumorigenesis."
17557908_2007.ann,6,"In wild-type mice, 200 ppm cyproconazole caused liver hypertrophy, increased liver weight and cell proliferation, single-cell necrosis and fat vacuolation, effects generally similar to those caused by 850 ppm phenobarbital."
22840450_2012.ann,6,indica) extract (FIE) on N-nitrosodiethylamine and CCl(4)-induced hepatocarcinogenesis in Wistar rats.
1917145_1991.ann,6,Inhibition by retinoic acid of hepatocarcinogenesis induced by N-nitrosomorpholine and of expression of myc oncogene protein in Sprague-Dawley rats.
19826045_2009.ann,6,"Inhibition of azoxymethane-induced colorectal cancer by CP-31398, a TP53 modulator, alone or in combination with low doses of celecoxib in male F344 rats."
20823143_2010.ann,6,Inhibitory effect of silibinin against azoxymethane-induced colon tumorigenesis in A/J mice.
23710613_2014.ann,6,injected with diethylnitrosamine  (DEN) to induce hepatocellular carcinoma.
23901063_2014.ann,6,"Injection of the carcinogen, diethylnitrosamine, induced significantly more and larger liver tumors in HCV transgenic mice that overexpress PP2Ac compared with control mice."
26928356_2016.ann,6,Involvement of Mouse Constitutive Androstane Receptor in Acifluorfen-Induced Liver Injury and Subsequent Tumor Development.
18056438_2007.ann,6,"It is suggested that CYP2E1 completely participates in diethylnitrosamine-induced hepatocarcinogenesis, and high frequency of tumors in wild-type mice could be associated with the increased apoptosis."
18784768_2007.ann,6,It was also nominated because dichloroacetic acid is the most studied representative of the class of haloacetic acids and has been shown to cause liver tumors in both rats and mice.
26708719_2016.ann,6,JNK proteins are activated via phosphorylation in response to acetaminophen- or carbon tetrachloride (CCl4)-induced liver damage; the level of activation correlates with the degree of injury.
26708719_2016.ann,6,JNK proteins are activated via phosphorylation in response to acetaminophen- or carbon tetrachloride (CCl4)-induced liver damage; the level of activation correlates with the degree of injury.
26708719_2016.ann,6,JNK proteins are activated via phosphorylation in response to acetaminophen- or carbon tetrachloride (CCl4)-induced liver damage; the level of activation correlates with the degree of injury.
26708719_2016.ann,6,JNK proteins are activated via phosphorylation in response to acetaminophen- or carbon tetrachloride (CCl4)-induced liver damage; the level of activation correlates with the degree of injury.
26627606_2016.ann,6,"Liver fibrosis was induced by carbon tetrachloride, bile duct ligation, or disruption of the multidrug-resistance transporter 2 gene (Mdr2)."
25305127_2014.ann,6,Liver tumor formation in female rat induced by fluopyram is mediated by CAR/PXR nuclear receptor activation.
22467020_2012.ann,6,Liver tumor promoting effect of etofenprox in rats and its possible mechanism of  action.
23665939_2013.ann,6,Liver tumor promoting effect of orphenadrine in rats and its possible mechanism of action including CAR activation and oxidative stress.
8565130_1996.ann,6,Liver tumors were induced in male Fischer F344 rats by diethylnitrosamine (DEN).
17942915_2007.ann,6,Loss of hepatocyte growth factor/c-Met signaling pathway accelerates early stages of N-nitrosodiethylamine induced hepatocarcinogenesis.
15705887_2005.ann,6,"Low dietary folate intake is associated with an increased risk for colon cancer;  however, relevant genetic animal models are lacking."
24144777_2013.ann,6,"Lycopene modulates initiation of N-nitrosodiethylamine induced hepatocarcinogenesis: studies on chromosomal abnormalities, membrane fluidity and antioxidant defense system."
25419570_2014.ann,6,"Male F344 rats were treated with one of the most  powerful Valerian species (Valeriana sitchensis) at doses of 0, 50, 500 and 5000  ppm in their drinking water after initiation of hepatocarcinogenesis with diethylnitrosamine (DEN)."
28260109_2017.ann,6,"Male Malat1-/- mice and their wild-type (WT) littermates were studied one year after treatment with the genotoxic agent diethylnitrosamine (DEN), a potent inducer of liver cancer."
26187448_2015.ann,6,Mechanistic Investigation of Toxaphene Induced Mouse Liver Tumors.
22076107_2012.ann,6,Mechanistic study on liver tumor promoting effects of flutamide in rats.
26656265_2015.ann,6,Melatonin Activates Endoplasmic Reticulum Stress and Apoptosis in Rats with Diethylnitrosamine-Induced Hepatocarcinogenesis.
27696512_2017.ann,6,Melatonin prevents deregulation of the sphingosine kinase/sphingosine 1-phosphate signaling pathway in a mouse model of diethylnitrosamine-induced hepatocellular carcinoma.
26548419_2016.ann,6,Metformin inhibits early stage diethylnitrosamineinduced hepatocarcinogenesis in  rats.
19850985_2008.ann,6,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
19913322_2010.ann,6,METHODS: Liver fibrosis was induced in mice receiving bile duct ligation (BDL) or carbon tetrachloride (CCl(4)) administration.
24725680_2014.ann,6,METHODS: Twenty-four Sprague-Dawley rats were treated with diethylnitrosamine and phenobarbital to induce hepatocellular carcinoma.
26161998_2015.ann,6,Mice developing diethylnitrosamine-induced hepatocellular carcinoma were subjected to hydrodynamic gene delivery to overexpress Gas1 in liver.
19176366_2009.ann,6,Mode of action analysis for the synthetic pyrethroid metofluthrin-induced rat liver tumors: evidence for hepatic CYP2B induction and hepatocyte proliferation.
19850985_2008.ann,6,"Modulation of energy metabolic enzyme expression in N-nitrosodiethylamine-mediated hepatocarcinogenesis by Chinese herbs, Huqi San."
19479993_2009.ann,6,"Moreover, in the mouse model of azoxymethane-induced colon carcinogenesis, rimonabant significantly decreased aberrant crypt foci (ACF) formation, which precedes colorectal cancer."
19176532_2009.ann,6,"Moreover, the mechanisms by which fibrates induce hepatocyte proliferation and cholestasis are still not fully understood."
17942915_2007.ann,6,N-acetyl-L-cysteine blocked the EGFR activation  and reduced the N-nitrosodiethylamine-initiated hepatocarcinogenesis to the levels of Cre-Ctrl mice.
19004024_2009.ann,6,Nonalcoholic steatohepatitis induced by a high-fat diet promotes diethylnitrosamine-initiated early hepatocarcinogenesis in rats.
24660901_2014.ann,6,Orally administered lycopene attenuates diethylnitrosamine-induced hepatocarcinogenesis in rats by modulating Nrf-2/HO-1 and Akt/mTOR pathways.
26219504_2015.ann,6,Our results provide a clue to the molecular events involved in the mechanism of action of HCB-induced hepatocarcinogenesis.
12771043_2003.ann,6,Our results show that HCCs developing in AOX-/- mice share a number of deregulated (up- or down-regulated) genes with ciprofibrate-induced liver tumors.
